vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,previous_action_2,action
2,0,3,85.70726,0,10.44807,-3.665169,0,-3.141556,4,4,1
3,2,0,9.41125,29.04571,0,-2.973204,-2.247988,0,1,4,0
2,2,3,31.23657,21.4935,51.4866,-3.96958,-3.986101,-3.531631,0,1,4
4,0,1,9.49403999999998,0,81.4074,-3.11492,0,-1.353224,4,0,4
3,3,3,9.53860999999998,31.71876,20.58342,-3.965033,-1.90694,-1.973175,4,4,4
4,0,0,10.74634,10000,0,-1.402157,10000,0,4,4,0
1,0,2,30.28595,0,51.13698,-3.780518,0,-1.383663,0,4,1
1,3,2,50.29838,9.65903,59.85038,-2.451542,-3.70942,-3.603382,1,0,1
2,3,1,42.32159,10.65831,64.41267,-3.622742,-1.186804,-3.013882,1,1,1
3,3,2,31.57177,52.01039,10.97802,-1.845877,-3.204084,-2.523546,1,1,4
3,0,0,22.78064,10000,0,-1.866741,10000,0,4,1,0
4,0,1,21.28639,10000,95.42957,-1.052296,10000,-2.540854,0,4,4
1,1,4,42.21712,91.3007,11.0171,-3.738138,-3.45302,-2.642313,4,0,4
2,0,2,29.86621,0,20.2167,-2.452507,0,-3.65745,4,4,4
2,3,1,28.55154,9.64033000000001,70.19258,-2.88593,-3.73468,-1.007627,4,4,1
5,2,1,32.80896,11.20143,72.52133,-1.638956,-3.368034,-3.288918,1,4,4
2,4,0,52.50604,30.92158,10000,-1.18276,-3.20317,10000,4,1,1
0,0,2,10000,0,21.15762,10000,0,-1.489622,1,4,1
2,0,3,9.58217999999999,0,19.4003,-2.412945,0,-2.411163,1,1,4
2,2,2,31.05671,52.44825,41.96,-3.366621,-2.988756,-2.590607,4,1,4
4,2,1,10.53472,20.32799,60.95,-1.17324,-2.049328,-2.717596,4,4,4
1,1,1,96.4852,42.6205,73.86065,-3.076488,-2.355062,-3.707987,4,4,1
1,3,0,42.03535,53.70022,0,-2.9679,-1.28694,0,1,4,4
1,2,3,51.9911,11.4511,21.39889,-2.537119,-2.217258,-1.508535,4,1,4
0,0,4,10000,0,10.02694,10000,0,-3.635626,4,4,1
3,2,0,41.19018,21.89431,0,-3.811497,-3.395971,0,1,4,1
2,2,2,10.84218,31.39871,21.39766,-2.26856,-1.122381,-2.068777,1,1,4
2,3,2,19.85916,39.40076,9.96019000000001,-2.143305,-2.05362,-1.886889,4,1,4
4,0,3,41.78534,10000,9.65076000000002,-2.856817,10000,-2.181265,4,4,1
2,2,3,50.60095,19.06227,29.72929,-1.943836,-3.850199,-1.18102,1,4,1
3,0,4,11.04729,10000,21.08736,-1.654142,10000,-1.232689,1,1,4
0,4,0,10000,20.47493,0,10000,-2.345432,0,4,1,1
1,0,4,76.13118,0,9.58663999999999,-1.508963,0,-3.23408,1,4,1
1,1,2,60.88353,41.26337,82.19671,-1.467047,-1.41927,-3.616032,1,1,1
1,2,0,11.40468,42.12322,0,-1.644905,-1.800734,0,1,1,4
1,1,4,54.41647,95.51756,9.86492000000001,-1.482346,-3.18839,-2.249208,4,1,4
2,4,2,51.36652,29.3893,9.55441999999999,-2.431652,-1.550545,-2.911575,4,4,1
1,0,4,83.08688,0,11.32342,-2.138117,0,-2.658821,1,4,1
1,1,0,31.55242,72.02426,0,-2.673197,-1.31864,0,1,1,4
1,3,1,52.50463,21.12629,96.88405,-2.802107,-2.747023,-3.411682,4,1,1
4,0,2,42.89879,0,9.40915999999999,-1.316023,0,-3.55333,1,4,1
0,4,0,10000,42.85779,0,10000,-2.299599,0,1,1,1
2,2,2,20.84936,10.96951,61.24608,-2.93497,-2.311083,-3.002293,1,1,4
3,2,2,41.02337,30.89451,9.71293,-1.925312,-1.41503,-3.9681,4,1,1
2,3,0,48.91046,20.46458,0,-3.156075,-3.342968,0,1,4,4
1,2,4,39.57966,9.82930999999999,19.85234,-1.360708,-2.273714,-2.412754,4,1,1
4,1,2,20.45115,92.42793,50.49933,-1.749609,-1.648474,-2.874657,1,4,4
2,0,0,10.37312,0,10000,-1.902617,0,10000,4,1,4
3,0,0,9.79937999999999,10000,0,-3.768965,10000,0,4,4,0
0,3,6,10000,19.98822,10.14755,10000,-2.58641,-1.249872,0,4,1
2,0,4,9.25925999999998,10000,30.09797,-3.664045,10000,-1.0204,1,0,4
0,3,0,10000,42.79585,0,10000,-2.202787,0,4,1,1
2,2,5,32.33084,43.24909,11.20374,-2.756845,-2.18234,-1.2818,1,4,4
4,0,1,32.69422,0,11.16947,-2.921936,0,-3.351538,4,1,1
3,2,0,20.45741,9.69925000000001,10000,-3.384186,-1.599165,10000,1,4,2
2,1,3,21.69244,74.20428,43.51973,-3.049597,-3.297962,-3.307604,2,1,4
3,0,0,10.88057,0,10000,-3.652992,0,10000,4,2,2
1,2,3,94.24215,22.48552,32.25794,-3.794336,-3.27524,-3.41458,2,4,1
4,1,3,10.12044,85.74025,63.81722,-2.79834,-3.932245,-1.966667,1,2,4
0,1,4,10000,85.34054,42.84147,10000,-2.851755,-3.810938,4,1,1
1,4,1,72.15853,39.74668,94.41683,-3.76151,-1.773949,-1.673086,1,4,1
1,2,3,84.13583,9.99579,20.84426,-2.697117,-3.375652,-2.150717,1,1,1
1,4,0,40.71255,19.86661,0,-1.383125,-3.534033,0,1,1,1
2,3,1,82.97474,32.87947,21.91791,-3.255363,-1.702509,-2.127436,1,1,1
1,3,0,21.71509,11.59727,0,-3.385818,-1.256592,0,1,1,4
4,1,0,10.99772,30.30111,0,-1.665474,-2.598812,0,4,1,4
4,2,0,11.14773,43.13191,0,-1.806726,-1.805038,0,4,4,0
1,3,4,49.86521,30.81982,9.86491000000001,-3.408316,-2.70691,-1.74651,0,4,1
3,1,2,20.54837,30.75176,41.28327,-2.972052,-3.130394,-1.21777,1,0,4
2,0,4,10.88366,0,21.67432,-1.86323,0,-2.086042,4,1,4
2,3,2,62.35904,11.28153,21.58722,-1.10815,-2.014252,-3.64413,4,4,1
1,0,1,95.02391,0,43.07665,-1.320427,0,-3.6044,1,4,1
5,0,2,10.02994,0,19.86881,-2.493977,0,-3.097857,1,1,4
1,3,0,50.70109,11.2128,0,-2.093052,-3.167889,0,4,1,1
5,2,2,10.27569,52.8694,20.03302,-2.228662,-1.287512,-1.561153,1,4,4
3,0,2,10.95716,0,61.88372,-3.28601,0,-3.279165,4,1,1
0,0,2,10000,0,10.13593,10000,0,-1.16077,1,4,1
2,0,0,9.87662,0,10000,-3.878798,0,10000,1,1,4
5,4,0,10.53275,42.7063,10000,-3.33848,-3.541397,10000,4,1,4
3,1,0,9.12589,83.37476,0,-3.900578,-1.614288,0,4,4,0
2,2,0,62.64536,30.64916,0,-2.264477,-3.06197,0,0,4,1
4,0,2,11.21307,0,31.13473,-2.46067,0,-1.694777,1,0,4
1,1,4,71.6513,62.5675,19.7139,-3.950537,-2.71803,-3.750662,4,1,1
3,0,3,22.57408,0,11.43219,-1.320679,0,-1.72747,1,4,4
2,4,0,29.44652,39.76634,10000,-3.859894,-2.652142,10000,4,1,2
3,4,1,33.79592,11.4097,53.65714,-2.958004,-2.088097,-2.318272,2,4,4
0,4,2,10000,21.83249,74.40825,10000,-1.811613,-1.406761,4,2,1
2,3,0,11.25013,41.29124,0,-3.061655,-3.813158,0,1,4,4
2,0,1,29.1689,0,49.5964,-2.611212,0,-1.941273,4,1,4
0,0,4,10000,0,10.73364,10000,0,-1.87183,4,4,1
1,0,1,20.94647,0,9.70890999999997,-2.769053,0,-2.040787,1,4,4
2,3,3,9.57355999999999,30.59991,20.73302,-2.383026,-2.386812,-2.927515,4,1,4
3,4,1,64.22522,10.58333,21.74806,-1.35803,-1.306662,-2.828766,4,4,1
2,0,4,30.46369,0,21.08128,-3.127455,0,-3.572376,1,4,4
1,0,3,86.69644,0,43.71601,-3.713362,0,-1.155298,4,1,1
5,1,0,10.86652,83.07826,0,-3.851082,-2.038403,0,1,4,0
1,0,2,53.30605,0,31.25219,-1.557861,0,-3.090708,0,1,1
1,0,0,70.61332,10000,0,-3.732658,10000,0,1,0,1
3,0,1,10.74185,0,63.63567,-2.957819,0,-3.464468,1,1,2
3,2,0,41.55306,9.71938,10000,-1.574736,-2.981289,10000,2,1,1
1,1,2,62.34859,51.96411,31.9147,-2.2436,-2.184076,-2.582237,1,2,1
5,1,0,10.9082,30.68657,10000,-1.79674,-3.579014,10000,1,1,2
3,0,0,11.09568,10000,0,-3.590977,10000,0,2,1,4
2,1,1,42.51878,84.59898,20.85325,-2.023804,-3.347837,-2.952742,4,2,4
2,4,0,74.59634,10.35152,0,-3.213688,-1.37941,0,4,4,1
2,0,1,10.74984,0,72.41119,-2.829035,0,-2.843348,1,4,4
1,0,3,63.86246,0,9.65119000000001,-1.14684,0,-3.865107,4,1,1
3,2,2,22.4787,43.13941,74.95876,-2.83614,-2.710709,-3.017414,1,4,4
3,3,0,20.71905,9.8836,0,-2.088186,-2.941063,0,4,1,1
5,1,0,11.40878,72.43393,0,-1.706434,-1.680944,0,1,4,4
2,2,2,52.59709,61.98959,42.45966,-3.941027,-2.704966,-1.64512,4,1,1
3,0,3,31.23266,0,41.43436,-3.697727,0,-3.414013,1,4,4
1,4,3,33.20425,10.96357,55.35691,-1.930546,-1.206715,-1.268377,4,1,1
3,3,2,9.46779000000001,30.43758,19.42055,-3.02176,-3.431484,-2.043062,1,4,4
2,4,2,71.79842,9.98704999999998,20.05015,-2.031654,-2.591328,-3.371437,4,1,1
1,1,2,33.50439,11.48031,22.08346,-1.54382,-1.39981,-1.641386,1,4,1
5,1,1,19.93407,10.48101,29.49621,-2.772264,-1.54517,-3.579998,1,1,4
2,4,2,19.02299,50.09775,9.50022999999999,-2.361826,-3.347002,-3.437044,4,1,4
4,0,1,32.63986,0,10.10679,-2.879148,0,-2.895905,4,4,1
5,2,0,10.97869,20.7025,0,-3.672363,-3.57455,0,1,4,4
0,4,4,10000,19.9187,31.58718,10000,-3.933868,-1.485748,4,1,1
1,1,6,10.34123,74.10582,30.63014,-1.552715,-1.968521,-3.095648,1,4,4
1,0,4,50.88173,0,21.15654,-2.028833,0,-1.16063,4,1,4
3,3,0,22.15941,10.85645,10000,-1.757267,-3.303272,10000,4,4,1
1,1,3,91.69567,9.40890999999999,40.0382,-1.731451,-3.412525,-2.15854,1,4,1
2,0,4,10.3288,0,21.84602,-3.461021,0,-1.660078,1,1,4
2,4,0,9.63667000000001,30.43051,0,-2.184378,-1.071,0,4,1,4
3,2,2,11.39532,21.88487,31.53177,-2.64136,-1.711567,-3.10611,4,4,4
0,0,5,10000,0,21.08682,10000,0,-1.184395,4,4,3
3,1,0,20.65828,85.1011,10000,-2.152945,-1.769545,10000,3,4,2
0,0,0,10000,10000,0,10000,10000,0,2,3,1
1,4,2,77.08175,11.3416,33.60484,-2.846945,-1.885458,-3.222637,1,2,1
5,0,0,9.66789,0,10000,-2.919912,0,10000,1,1,4
3,2,2,9.93577999999999,29.6931,20.06075,-1.549335,-2.92222,-3.789661,4,1,4
1,3,2,63.26914,10.3861,74.13222,-1.994186,-2.786589,-1.01086,4,4,1
2,2,2,20.93277,62.0466,71.57119,-1.163363,-3.479662,-3.35477,1,4,4
3,1,5,11.11407,52.77119,22.39152,-3.342993,-2.481226,-2.188166,4,1,4
3,2,0,41.92946,63.55201,10000,-2.155558,-1.63125,10000,4,4,1
1,4,0,11.24644,22.67934,0,-1.07314,-2.45024,0,1,4,4
3,3,0,11.23361,44.80632,0,-1.72271,-1.763424,0,4,1,4
5,0,1,10.77636,10000,65.15602,-3.198318,10000,-1.07324,4,4,0
2,3,0,63.5883,11.38678,0,-1.597599,-2.082201,0,0,4,1
2,3,1,61.40193,30.47733,10.77697,-3.207062,-3.529652,-2.245333,1,0,1
2,1,2,9.37741,79.67131,19.95692,-3.759783,-1.665272,-3.99488,1,1,4
3,1,3,10.47661,71.6869,20.76323,-3.688425,-3.128819,-1.145506,4,1,2
3,0,1,10.8178,0,30.18099,-3.570309,0,-3.203783,2,4,4
3,3,0,21.13272,31.72301,10000,-1.710108,-2.395805,10000,4,2,2
2,2,0,33.58195,22.49898,0,-2.895084,-1.66125,0,2,4,4
0,0,4,10000,0,31.43927,10000,0,-1.158266,4,2,3
1,1,2,32.45372,62.53268,11.14154,-1.50998,-1.701561,-3.13244,3,4,1
2,3,1,41.15103,31.6,91.90272,-2.050365,-3.269737,-3.13208,1,3,1
2,0,0,10.5212,10000,0,-3.663261,10000,0,1,1,0
0,2,4,10000,42.59493,21.01557,10000,-2.461807,-3.201704,0,1,1
2,1,3,41.79756,96.14031,9.94346000000002,-2.419586,-1.117126,-3.936022,1,0,4
1,3,2,73.33322,61.46013,20.72734,-1.37021,-3.182741,-3.529976,4,1,1
3,3,1,33.63248,10.75847,65.12886,-1.397831,-2.68635,-2.403639,1,4,1
4,2,1,10.63428,41.12074,62.06963,-1.659193,-2.863403,-1.372194,1,1,4
2,0,3,59.92763,0,29.13759,-2.277018,0,-3.002949,4,1,4
0,0,2,10000,0,21.1226,10000,0,-3.972748,4,4,1
2,2,4,84.13841,9.54640000000001,21.11396,-3.54087,-2.876911,-1.98041,1,4,1
2,0,3,10.9159,0,22.25653,-2.247448,0,-2.715416,1,1,4
3,1,0,43.48528,10.41025,0,-3.063244,-1.109432,0,4,1,1
1,0,3,39.47517,0,9.78662,-1.845217,0,-2.299017,1,4,1
2,4,0,21.48392,10.07918,0,-2.374802,-3.677553,0,1,1,4
1,3,4,84.12137,54.32896,21.35264,-3.51087,-3.391033,-2.761894,4,1,1
2,0,3,31.53214,0,41.79632,-3.29781,0,-1.054646,1,4,4
2,3,0,41.03701,20.63301,0,-1.70406,-2.283796,0,4,1,4
3,1,0,9.37300999999999,19.78273,0,-3.948565,-3.263767,0,4,4,4
3,2,3,10.15998,51.17807,41.07563,-1.641006,-1.903172,-2.893787,4,4,4
3,0,2,29.44549,10000,40.16471,-2.683258,10000,-3.9687,4,4,1
1,1,2,94.94621,43.24251,32.45862,-3.888765,-1.090454,-2.92411,1,4,1
3,3,0,11.72131,31.52115,0,-1.013222,-3.810043,0,1,1,4
2,3,1,75.88296,43.83063,10.58821,-2.199934,-1.505445,-2.87361,4,1,1
1,0,2,51.15183,0,41.70288,-2.756126,0,-3.760082,1,4,1
2,5,0,9.67355999999998,20.02253,10000,-3.049252,-2.302927,10000,1,1,4
2,3,0,69.81984,10.04311,0,-2.973066,-1.753498,0,4,1,1
3,2,3,52.79962,40.97964,10.00285,-1.181372,-3.568928,-2.794714,1,4,1
2,1,0,52.73554,31.90664,0,-2.569462,-3.622152,0,1,1,1
4,0,1,31.45508,10000,61.27952,-2.490488,10000,-2.29903,1,1,1
3,0,2,10.88084,0,20.82697,-1.142208,0,-2.411816,1,1,4
2,2,0,9.59865000000002,29.07141,0,-3.289003,-3.462133,0,4,1,4
1,3,5,51.82434,41.45724,9.20371999999998,-3.944763,-3.39941,-3.79014,4,4,1
3,2,0,10.39032,51.55896,0,-3.379868,-1.472532,0,1,4,4
2,1,2,52.93719,42.11836,21.59225,-3.514307,-2.921295,-2.82661,4,1,1
2,1,4,11.13387,33.58675,54.58788,-3.496407,-3.375818,-2.170902,1,4,4
3,0,0,29.89118,10000,0,-3.804352,10000,0,4,1,0
2,2,0,72.52212,41.93779,0,-3.724764,-2.486086,0,0,4,1
2,0,0,11.10309,10000,0,-2.701765,10000,0,1,0,0
1,1,3,68.86847,80.23988,9.84702999999999,-2.423677,-2.605322,-1.42599,0,1,1
3,3,3,11.1029,54.0112,21.76866,-3.251432,-3.434927,-1.103903,1,0,4
2,0,1,71.1449,0,51.58949,-2.518373,0,-3.212374,4,1,1
2,0,2,9.75734,0,19.03847,-3.919914,0,-3.58374,1,4,4
2,2,2,41.42027,21.61073,62.22386,-2.743975,-3.895136,-3.293594,4,1,1
5,0,3,10.61933,10000,74.51093,-3.98297,10000,-3.1384,1,4,4
3,2,2,53.98509,33.36459,22.19893,-2.57272,-2.224796,-2.823534,4,1,1
0,1,5,10000,94.76855,21.19458,10000,-1.828333,-1.940746,1,4,1
3,0,2,72.78238,0,11.12275,-3.909567,0,-3.617594,1,1,1
2,0,0,42.70991,10000,0,-1.29977,10000,0,1,1,1
3,2,0,39.99222,9.61744999999999,0,-2.737663,-1.959663,0,1,1,1
0,0,5,10000,0,21.21449,10000,0,-3.486065,1,1,3
2,2,2,20.86598,72.96605,42.90152,-2.391636,-3.221733,-1.056223,3,1,4
3,0,2,21.22061,0,61.04866,-3.013905,0,-2.59128,4,3,4
4,1,0,20.98555,92.19713,0,-2.860968,-3.471495,0,4,4,0
4,1,0,21.12991,31.88913,0,-1.395159,-2.431984,0,0,4,4
3,2,1,54.15565,22.75117,11.368,-3.573101,-1.181492,-1.7442,4,0,1
5,1,2,20.72169,10.80325,42.95604,-1.991573,-1.76788,-1.256413,1,4,4
0,3,3,10000,11.20821,21.61598,10000,-2.804401,-2.558153,4,1,1
4,1,1,10.17125,62.86932,41.51048,-2.38447,-1.656479,-2.168451,1,4,4
3,2,2,30.3656,41.05865,19.87825,-3.031862,-3.150488,-2.57347,4,1,4
3,3,0,10.44765,21.68967,0,-2.40368,-1.25951,0,4,4,4
2,5,0,40.65183,20.03623,0,-3.378325,-1.286528,0,4,4,4
2,1,3,10.71827,93.0786,20.79178,-2.608707,-2.643852,-3.985565,4,4,4
3,2,1,30.62628,20.1551,9.92767000000001,-3.973537,-2.441652,-3.075308,4,4,1
1,1,6,52.85396,11.54434,21.52679,-1.268911,-1.342392,-1.783125,1,4,4
6,0,1,10.81023,0,84.09264,-2.41319,0,-3.735825,4,1,4
4,2,0,59.80137,40.7176,0,-3.453323,-2.229322,0,4,4,1
2,0,3,20.63543,0,32.03854,-3.242899,0,-1.151785,1,4,4
4,0,4,19.57781,0,10.20618,-2.87533,0,-2.332418,4,1,4
2,1,5,41.45245,9.28243999999998,19.00257,-1.837742,-3.669945,-2.517536,4,4,1
1,2,3,83.74074,53.15328,10.26707,-3.99769,-3.316074,-3.225145,1,4,1
3,0,4,11.08194,10000,20.99808,-1.284206,10000,-1.907007,1,1,0
2,2,1,73.25483,20.82921,43.38397,-2.40573,-3.35463,-2.37054,0,1,1
2,1,5,10.6695,76.90086,31.9974,-2.843885,-1.863825,-1.620802,1,0,4
4,1,0,9.46085000000002,70.98882,0,-2.452177,-3.356733,0,4,1,0
2,0,2,73.61441,0,30.23878,-1.373924,0,-3.068441,0,4,1
1,2,0,40.41454,62.49955,0,-1.108606,-3.421738,0,1,0,1
2,2,2,52.90772,31.85132,20.73961,-3.80071,-3.446548,-2.367521,1,1,1
3,0,2,19.71729,0,9.79900999999998,-2.277224,0,-3.969748,1,1,4
2,0,4,32.46106,10000,54.81786,-1.425467,10000,-1.83593,4,1,1
2,2,3,41.96293,31.76553,63.33482,-1.979826,-3.05853,-3.611303,1,4,1
1,0,3,62.40194,0,21.56847,-1.487211,0,-2.703354,1,1,1
1,2,2,53.74704,10.88472,31.38871,-2.289654,-3.508198,-2.344902,1,1,1
2,4,3,61.66234,20.40886,9.92293999999998,-3.769949,-2.704891,-2.178669,1,1,1
2,2,3,42.31929,52.88578,10.94727,-3.848122,-2.057638,-2.854717,1,1,4
2,2,0,62.86528,19.45312,0,-2.584543,-3.96056,0,4,1,1
2,2,3,20.85051,30.99859,9.96925000000002,-1.640293,-2.431025,-3.489792,1,4,4
1,2,3,32.45253,51.56139,61.51639,-1.166046,-3.95664,-3.374813,4,1,1
3,0,2,10.73599,0,41.99949,-1.129412,0,-1.439379,1,4,4
2,0,1,11.21226,0,62.5043,-1.217237,0,-2.71844,4,1,4
2,1,2,32.16688,43.15161,10.90496,-3.63857,-2.579018,-1.79433,4,4,1
2,2,3,85.15863,21.66087,31.8493,-2.149942,-1.396004,-1.346523,1,4,1
2,0,2,40.69242,0,30.73955,-1.326832,0,-2.554873,1,1,1
2,0,5,22.4258,10000,10.64249,-1.157463,10000,-2.345846,1,1,4
2,1,0,9.85893999999999,52.62009,0,-1.633877,-3.63981,0,4,1,4
1,0,4,40.51997,0,20.28908,-3.768797,0,-1.817186,4,4,4
2,2,3,19.59874,9.99956,30.40471,-2.874838,-3.896692,-3.818737,4,4,4
4,0,2,10.64593,10000,31.35753,-2.325983,10000,-3.618988,4,4,4
2,2,0,62.61384,82.82835,0,-1.19864,-2.961315,0,4,4,1
3,1,3,9.76660000000001,85.32931,20.26402,-1.897156,-2.998632,-3.814074,1,4,4
4,3,0,10.8385,20.60519,0,-1.8373,-1.496143,0,4,1,4
4,2,1,30.40677,19.97236,62.67974,-1.232958,-1.6345,-2.59066,4,4,1
4,3,0,21.60814,11.91349,0,-1.850822,-1.05995,0,1,4,1
2,0,2,51.58098,0,31.4868,-3.159449,0,-2.295479,1,1,1
2,0,3,20.74054,0,62.42692,-3.400381,0,-3.752638,1,1,4
0,2,3,10000,52.33454,42.69442,10000,-2.195494,-3.728832,4,1,3
4,3,0,21.9377,42.65413,0,-2.498383,-1.031315,0,3,4,4
2,1,3,31.7969,93.8746,11.59396,-3.370338,-3.374516,-1.519066,4,3,4
3,4,0,10.42678,19.74887,0,-1.394526,-3.227613,0,4,4,4
1,5,0,10.37896,20.97157,0,-1.439526,-1.85726,0,4,4,4
2,1,0,10.51204,87.39717,0,-1.902922,-2.941412,0,4,4,0
3,2,4,9.69390999999999,20.86809,54.13239,-1.689808,-2.79407,-2.554346,0,4,4
2,3,2,10.94216,31.89637,53.76983,-2.393534,-1.477789,-3.32217,4,0,4
4,2,2,30.8844,63.58809,20.30808,-2.628143,-2.68735,-3.362894,4,4,4
3,2,2,11.4613,83.44974,42.14072,-2.47972,-3.602335,-1.739328,4,4,4
2,4,0,41.74059,64.06774,0,-1.144823,-1.739882,0,4,4,1
4,3,1,9.95138,19.02467,38.36156,-3.545858,-3.932735,-2.981525,1,4,4
3,2,1,9.34287000000001,31.05395,61.70717,-2.805286,-2.745197,-3.63823,4,1,4
0,0,5,10000,0,31.16121,10000,0,-2.61797,4,4,1
3,3,0,30.27286,40.89809,0,-3.89005,-3.78552,0,1,4,1
2,0,2,11.27191,0,71.10591,-2.674505,0,-2.42501,1,1,4
2,0,1,10.81425,0,40.91768,-2.990578,0,-2.43012,4,1,4
2,2,2,10.54413,52.60524,20.69841,-2.298515,-3.35933,-2.74436,4,4,4
2,3,0,10.29865,21.30517,0,-3.761688,-1.545515,0,4,4,4
2,3,2,31.53424,20.93419,11.00673,-3.32333,-1.723787,-3.481749,4,4,1
1,0,4,52.42317,0,21.21312,-2.731888,0,-1.061361,1,4,1
3,1,3,41.43887,10.41012,19.87283,-2.822008,-2.950659,-2.407814,1,1,1
5,2,0,11.41083,85.45921,0,-1.778698,-3.052607,0,1,1,4
1,3,4,71.73298,19.91753,10.36921,-1.172579,-3.539959,-1.300764,4,1,1
1,3,0,43.09924,32.71817,0,-2.327229,-1.78742,0,1,4,1
2,2,2,22.10112,53.52325,32.14876,-2.16891,-3.018156,-2.734882,1,1,4
1,2,0,96.06952,9.85547,0,-2.968304,-2.838799,0,4,1,1
0,9,0,10000,11.77092,10000,10000,-1.215464,10000,1,4,1
3,4,1,10.98296,22.409,96.94067,-1.376617,-2.50327,-3.928314,1,1,4
3,2,0,42.12109,22.73284,0,-3.61395,-2.535757,0,4,1,1
2,4,0,30.33639,10.42574,10000,-2.398382,-2.722174,10000,1,4,1
1,2,5,44.25803,10.98757,21.17836,-1.212013,-1.768372,-3.96229,1,1,1
0,0,3,10000,0,9.97953999999999,10000,0,-2.392422,1,1,1
4,4,1,19.96548,10.52594,70.89994,-2.9776,-3.62501,-3.891195,1,1,2
3,0,1,10.95284,0,62.51358,-1.768677,0,-2.331656,2,1,4
3,2,0,70.05629,20.5488,0,-2.935068,-1.781906,0,4,2,1
1,4,0,9.49033,30.4972,0,-2.95061,-2.082296,0,1,4,4
2,1,3,52.06147,41.87096,10.64908,-2.882029,-3.413696,-3.767982,4,1,1
2,3,0,31.65991,11.23157,0,-2.177011,-1.837606,0,1,4,1
2,1,2,10.14853,74.69116,42.71498,-2.359854,-2.015493,-3.311926,1,1,4
2,0,0,11.15732,10000,0,-3.522446,10000,0,4,1,0
4,0,1,11.33178,0,32.28236,-1.820068,0,-1.218313,0,4,4
3,2,2,62.07099,32.31716,10.54461,-2.757784,-1.895006,-2.398188,4,0,1
2,3,3,20.51567,31.6897,9.30852999999999,-2.047712,-1.364662,-3.489609,1,4,4
4,1,2,33.13808,95.68584,54.17783,-3.841545,-3.563618,-2.159794,4,1,4
0,1,0,10000,73.10835,0,10000,-2.13607,0,4,4,1
1,0,4,63.88852,0,10.49214,-3.05462,0,-3.521223,1,4,1
0,0,1,10000,0,32.61265,10000,0,-3.063923,1,1,1
2,1,0,42.06346,53.63277,0,-2.612057,-1.299593,0,1,1,1
2,2,0,32.59228,52.88023,0,-2.413828,-3.270657,0,1,1,4
2,1,0,84.78839,74.22531,0,-2.576313,-2.089743,0,4,1,1
2,4,0,51.7064,21.5076,0,-3.605947,-3.659657,0,1,4,1
3,0,2,22.63687,0,65.34643,-3.554672,0,-3.365892,1,1,4
1,0,4,63.9337,0,22.43843,-2.057112,0,-1.127178,4,1,1
2,3,0,10.2637,30.87651,0,-1.476969,-3.018621,0,1,4,4
2,2,0,61.33632,21.27904,0,-2.618427,-2.773264,0,4,1,1
1,2,2,53.59019,23.02844,32.61865,-1.46804,-1.329575,-3.759491,1,4,1
0,3,4,10000,19.45659,10.18144,10000,-3.806305,-2.522572,1,1,1
2,1,0,30.97548,42.14888,0,-1.459776,-2.3815,0,1,1,4
2,0,2,20.31018,0,70.77586,-2.628553,0,-2.89104,4,1,4
1,0,3,10.87467,0,32.59298,-2.728926,0,-3.054012,4,4,4
0,2,5,10000,64.07942,10.86888,10000,-1.259014,-2.571615,4,4,3
0,4,3,10000,19.34238,9.21566999999999,10000,-1.183558,-3.617676,3,4,3
4,1,1,10.26352,84.86761,31.55987,-2.806396,-2.768385,-1.703926,3,3,4
4,2,2,11.77169,45.82165,22.66555,-1.421997,-1.391613,-3.664116,4,3,4
2,5,0,22.1327,10.65054,0,-1.659792,-2.974363,0,4,4,4
1,3,0,54.62919,11.03691,0,-2.291424,-3.01207,0,4,4,1
4,3,0,9.04352,71.30597,0,-3.896284,-2.313774,0,1,4,4
1,4,2,50.27147,20.19042,10.15177,-2.764414,-3.04021,-1.93204,4,1,1
2,2,2,33.57142,42.94895,10.42,-1.282948,-3.645376,-2.526344,1,4,4
4,0,3,30.12032,0,11.58101,-3.112896,0,-1.427216,4,1,1
6,0,1,10.01639,0,84.3674,-3.67648,0,-1.341995,1,4,2
1,4,2,82.4853,10.12341,31.9905,-1.185684,-3.829094,-3.32605,2,1,1
0,3,4,10000,10.68231,20.90219,10000,-2.405317,-3.784313,1,2,1
4,2,0,31.42302,10.2544,0,-3.540577,-1.48831,0,1,1,1
2,0,1,9.91077999999999,0,29.61726,-1.124071,0,-2.81147,1,1,4
1,2,2,95.03493,11.77551,22.77653,-2.32076,-1.228468,-1.582565,4,1,1
5,1,0,10.18591,83.6456,0,-2.501064,-2.903008,0,1,4,4
4,2,1,20.72842,73.88487,54.08722,-3.896725,-1.695051,-1.855461,4,1,4
1,1,0,51.44572,21.02079,0,-3.2641,-3.014343,0,4,4,1
2,2,3,10.97154,53.2511,22.61022,-1.250402,-1.420155,-1.32062,1,4,4
2,0,1,23.24305,0,34.18207,-1.628675,0,-2.48887,4,1,4
1,4,0,20.74569,43.4401,0,-3.071198,-1.409744,0,4,4,4
0,5,3,10000,9.87535,30.81224,10000,-3.192049,-1.757875,4,4,1
0,4,2,10000,10.81247,54.75659,10000,-2.527615,-1.737211,1,4,1
